ST_CD,MAJCAT,MERCHCAT,MACRO_MVGR,MC_M_MVGR_CONT_1,MC_M_MVGR_CONT_2,MC_M_MVGR_CONT_3,MC_M_MVGR_CONT_4,MC_M_MVGR_CONT_5,MC_M_MVGR_CONT_6,MC_M_MVGR_CONT_7,MC_M_MVGR_CONT_8,MC_M_MVGR_CONT_9,MC_M_MVGR_CONT_10,MC_M_MVGR_CONT_11,MC_M_MVGR_CONT_12
HB10,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,ANK,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%
HB10,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,REG,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB10,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,ANK,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
HB10,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,REG,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
HB10,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,BASIC,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%
HB10,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,CRG,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
HB10,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HB11,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB11,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HB11,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB11,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,ANK,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
HB11,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,REG,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%
HB11,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,BASIC,47%,47%,47%,47%,47%,47%,47%,47%,47%,47%,47%,47%
HB11,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,CRG,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%
HB11,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HB13,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB13,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,ANK,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
HB13,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,REG,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
HB13,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,ANK,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%
HB13,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,REG,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HB13,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,BASIC,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HB13,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,CRG,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HB13,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,ANK,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HB15,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,REG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HB15,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,ANK,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%
HB15,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,REG,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%
HB15,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,ANK,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HB15,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,REG,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
HB15,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,BASIC,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB15,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,CRG,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HB15,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,ANK,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HB16,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,REG,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB16,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,ANK,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%
HB16,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,REG,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%
HB16,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,ANK,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HB16,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,REG,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HB16,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,BASIC,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB16,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,CRG,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HB16,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HB17,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB17,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HB17,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB17,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,ANK,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%
HB17,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,REG,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%
HB17,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,BASIC,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB17,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,CRG,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HB17,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HB19,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB19,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLU_JEANS,ANK,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%
HB19,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
